,Unnamed: 0,product_title,product_category,review_body,review_headline,star_rating,total_votes,word_length,keywords
15,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"Clear, Slim, issues"
16,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"G4, Hard, LG, Slim, LG, Transparent, nice, watch"
17,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"LG G4 Case Hard Transparent Slim Clear Cover, LG G4, makes, hey"
18,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"Clear, Cover, LG, But"
19,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"Transparent, Hard, LG, LG"
20,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"G4, LG, Cover, Slim, Hard, LG, Clear, fast"
21,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"Transparent, Slim, Cover, LG, Hard, Clear, G4, makes, But"
22,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"G4, Slim, Cover, LG, charging"
23,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"LG G4 Case Hard Transparent Slim Clear Cover, LG G4, drained"
24,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"LG G4 Case Hard Transparent Slim Clear Cover, LG G4, wireless, usual, Send, hey"
25,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"LG G4 Case Hard Transparent Slim Clear Cover, LG G4, watch, I, pad, charging"
26,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"LG G4 Case Hard Transparent Slim Clear Cover, LG G4, hole, makes, apps"
27,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"LG, Transparent, Hard, LG, G4, ended, issues, work, Qi, looks"
28,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"Cover, Hard, Slim, fine, Send, The, usual"
29,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"LG, G4, Transparent, Cover, Slim, Hard, LG, Clear, battery, turned, charging"
30,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"Transparent, Clear, G4, LG, Cover, Slim, Hard, LG, charging, ended, hey"
31,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"LG G4 Case Hard Transparent Slim Clear Cover, LG G4, case, twice, issues"
32,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"G4, LG, Cover, Hard, issues"
33,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"Clear, G4, LG, Transparent, watch, hey, apps"
34,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"LG G4 Case Hard Transparent Slim Clear Cover, LG G4, kind, usual, hey"
35,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"LG, I, issues"
36,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"LG, nice, work, hey, kind, ended"
37,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"LG, LG, I, Send, fast, But"
38,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"Slim, G4, wireless, turned, case, charging"
39,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"LG G4 Case Hard Transparent Slim Clear Cover, LG G4, fine, wireless, hey, apps, case"
40,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"Clear, G4, Transparent, I, twice, charging, ended"
41,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"Cover, Clear, G4, LG, LG, Slim, Hard, Transparent, The, hole"
42,0,LG G4 Case Hard Transparent Slim Clear Cover for LG G4,Wireless,"2 issues  -  Once I turned on the circle apps and installed this case,  my battery drained twice as fast as usual.  I ended up turning off the circle apps, which kind of makes the case just a case...  with a hole in it.  Second,  the wireless charging doesn't work.  I have a Motorola 360 watch and a Qi charging pad. The watch charges fine but this case doesn't. But hey, it looks nice.","Looks good, functions meh",2,3,82,"Cover, LG, I, charging, turned, The, charges"
43,1,Selfie Stick Fiblastiq&trade; Extendable Wireless Bluetooth Selfie Stick with built-in Bluetooth Adjustable Phone Holder,Wireless,"Iâm embarrassed to admit that until recently, I have had a very negative opinion about âselfie sticksâ aka âmonopodsâ aka ânarcissticks.â But having reviewed a number of them recently, theyâre growing on me. This one is pretty nice and simple to set up and with easy instructions illustrated on the back of the box (not sure why some reviewers have stated that there are no instructions when they are clearly printed on the box unless they received different packaging than I did). Once assembled, the pairing via bluetooth and use of the stick are easy and intuitive. Nothing to it.<br /><br />The stick comes with a USB charging cable but arrived with a charge so you can use it immediately, though itâs probably a good idea to charge it right away so that you have no interruption of use out of the box. Make sure the stick is switched to on (it will light up) and extend your stick to the length you desire up to about a yardâs length and snap away.<br /><br />The phone clamp held the phone sturdily so I wasnât worried about it slipping out. But the longer you extend the stick, the harder it is to maneuver.  But that will happen with any stick and is not specific to this one in particular.<br /><br />Two things that could improve this: 1) add the option to clamp this in portrait orientation instead of having to try and hold the stick at the portrait angle, which makes it feel unstable; 2) add the opening for a tripod so that this can be used to sit upright on a table for skyping and facetime eliminating the need to hold the phone up with your hand, causing fatigue.<br /><br />But other than that, this is a nice quality monopod for a variety of picture taking opportunities.<br /><br />I received a sample in exchange for my honest opinion.",A fun little gadget,4,0,319,"Selfie Stick Fiblastiq&trade; Extendable Wireless, Bluetooth Selfie Stick, built-in Bluetooth Adjustable Phone Holder, having"
44,1,Selfie Stick Fiblastiq&trade; Extendable Wireless Bluetooth Selfie Stick with built-in Bluetooth Adjustable Phone Holder,Wireless,"Iâm embarrassed to admit that until recently, I have had a very negative opinion about âselfie sticksâ aka âmonopodsâ aka ânarcissticks.â But having reviewed a number of them recently, theyâre growing on me. This one is pretty nice and simple to set up and with easy instructions illustrated on the back of the box (not sure why some reviewers have stated that there are no instructions when they are clearly printed on the box unless they received different packaging than I did). Once assembled, the pairing via bluetooth and use of the stick are easy and intuitive. Nothing to it.<br /><br />The stick comes with a USB charging cable but arrived with a charge so you can use it immediately, though itâs probably a good idea to charge it right away so that you have no interruption of use out of the box. Make sure the stick is switched to on (it will light up) and extend your stick to the length you desire up to about a yardâs length and snap away.<br /><br />The phone clamp held the phone sturdily so I wasnât worried about it slipping out. But the longer you extend the stick, the harder it is to maneuver.  But that will happen with any stick and is not specific to this one in particular.<br /><br />Two things that could improve this: 1) add the option to clamp this in portrait orientation instead of having to try and hold the stick at the portrait angle, which makes it feel unstable; 2) add the opening for a tripod so that this can be used to sit upright on a table for skyping and facetime eliminating the need to hold the phone up with your hand, causing fatigue.<br /><br />But other than that, this is a nice quality monopod for a variety of picture taking opportunities.<br /><br />I received a sample in exchange for my honest opinion.",A fun little gadget,4,0,319,"Selfie Stick Fiblastiq&trade; Extendable Wireless, Bluetooth Selfie Stick, built-in Bluetooth Adjustable Phone Holder"
45,1,Selfie Stick Fiblastiq&trade; Extendable Wireless Bluetooth Selfie Stick with built-in Bluetooth Adjustable Phone Holder,Wireless,"Iâm embarrassed to admit that until recently, I have had a very negative opinion about âselfie sticksâ aka âmonopodsâ aka ânarcissticks.â But having reviewed a number of them recently, theyâre growing on me. This one is pretty nice and simple to set up and with easy instructions illustrated on the back of the box (not sure why some reviewers have stated that there are no instructions when they are clearly printed on the box unless they received different packaging than I did). Once assembled, the pairing via bluetooth and use of the stick are easy and intuitive. Nothing to it.<br /><br />The stick comes with a USB charging cable but arrived with a charge so you can use it immediately, though itâs probably a good idea to charge it right away so that you have no interruption of use out of the box. Make sure the stick is switched to on (it will light up) and extend your stick to the length you desire up to about a yardâs length and snap away.<br /><br />The phone clamp held the phone sturdily so I wasnât worried about it slipping out. But the longer you extend the stick, the harder it is to maneuver.  But that will happen with any stick and is not specific to this one in particular.<br /><br />Two things that could improve this: 1) add the option to clamp this in portrait orientation instead of having to try and hold the stick at the portrait angle, which makes it feel unstable; 2) add the opening for a tripod so that this can be used to sit upright on a table for skyping and facetime eliminating the need to hold the phone up with your hand, causing fatigue.<br /><br />But other than that, this is a nice quality monopod for a variety of picture taking opportunities.<br /><br />I received a sample in exchange for my honest opinion.",A fun little gadget,4,0,319,"Selfie Stick Fiblastiq&trade; Extendable Wireless, Bluetooth Selfie Stick, built-in Bluetooth Adjustable Phone Holder"
46,1,Selfie Stick Fiblastiq&trade; Extendable Wireless Bluetooth Selfie Stick with built-in Bluetooth Adjustable Phone Holder,Wireless,"Iâm embarrassed to admit that until recently, I have had a very negative opinion about âselfie sticksâ aka âmonopodsâ aka ânarcissticks.â But having reviewed a number of them recently, theyâre growing on me. This one is pretty nice and simple to set up and with easy instructions illustrated on the back of the box (not sure why some reviewers have stated that there are no instructions when they are clearly printed on the box unless they received different packaging than I did). Once assembled, the pairing via bluetooth and use of the stick are easy and intuitive. Nothing to it.<br /><br />The stick comes with a USB charging cable but arrived with a charge so you can use it immediately, though itâs probably a good idea to charge it right away so that you have no interruption of use out of the box. Make sure the stick is switched to on (it will light up) and extend your stick to the length you desire up to about a yardâs length and snap away.<br /><br />The phone clamp held the phone sturdily so I wasnât worried about it slipping out. But the longer you extend the stick, the harder it is to maneuver.  But that will happen with any stick and is not specific to this one in particular.<br /><br />Two things that could improve this: 1) add the option to clamp this in portrait orientation instead of having to try and hold the stick at the portrait angle, which makes it feel unstable; 2) add the opening for a tripod so that this can be used to sit upright on a table for skyping and facetime eliminating the need to hold the phone up with your hand, causing fatigue.<br /><br />But other than that, this is a nice quality monopod for a variety of picture taking opportunities.<br /><br />I received a sample in exchange for my honest opinion.",A fun little gadget,4,0,319,"Bluetooth, Extendable, Holder, Adjustable, Selfie, Selfie"
47,1,Selfie Stick Fiblastiq&trade; Extendable Wireless Bluetooth Selfie Stick with built-in Bluetooth Adjustable Phone Holder,Wireless,"Iâm embarrassed to admit that until recently, I have had a very negative opinion about âselfie sticksâ aka âmonopodsâ aka ânarcissticks.â But having reviewed a number of them recently, theyâre growing on me. This one is pretty nice and simple to set up and with easy instructions illustrated on the back of the box (not sure why some reviewers have stated that there are no instructions when they are clearly printed on the box unless they received different packaging than I did). Once assembled, the pairing via bluetooth and use of the stick are easy and intuitive. Nothing to it.<br /><br />The stick comes with a USB charging cable but arrived with a charge so you can use it immediately, though itâs probably a good idea to charge it right away so that you have no interruption of use out of the box. Make sure the stick is switched to on (it will light up) and extend your stick to the length you desire up to about a yardâs length and snap away.<br /><br />The phone clamp held the phone sturdily so I wasnât worried about it slipping out. But the longer you extend the stick, the harder it is to maneuver.  But that will happen with any stick and is not specific to this one in particular.<br /><br />Two things that could improve this: 1) add the option to clamp this in portrait orientation instead of having to try and hold the stick at the portrait angle, which makes it feel unstable; 2) add the opening for a tripod so that this can be used to sit upright on a table for skyping and facetime eliminating the need to hold the phone up with your hand, causing fatigue.<br /><br />But other than that, this is a nice quality monopod for a variety of picture taking opportunities.<br /><br />I received a sample in exchange for my honest opinion.",A fun little gadget,4,0,319,"Stick, Bluetooth, Stick, Wireless, Phone, Extendable, Holder, Selfie"
48,1,Selfie Stick Fiblastiq&trade; Extendable Wireless Bluetooth Selfie Stick with built-in Bluetooth Adjustable Phone Holder,Wireless,"Iâm embarrassed to admit that until recently, I have had a very negative opinion about âselfie sticksâ aka âmonopodsâ aka ânarcissticks.â But having reviewed a number of them recently, theyâre growing on me. This one is pretty nice and simple to set up and with easy instructions illustrated on the back of the box (not sure why some reviewers have stated that there are no instructions when they are clearly printed on the box unless they received different packaging than I did). Once assembled, the pairing via bluetooth and use of the stick are easy and intuitive. Nothing to it.<br /><br />The stick comes with a USB charging cable but arrived with a charge so you can use it immediately, though itâs probably a good idea to charge it right away so that you have no interruption of use out of the box. Make sure the stick is switched to on (it will light up) and extend your stick to the length you desire up to about a yardâs length and snap away.<br /><br />The phone clamp held the phone sturdily so I wasnât worried about it slipping out. But the longer you extend the stick, the harder it is to maneuver.  But that will happen with any stick and is not specific to this one in particular.<br /><br />Two things that could improve this: 1) add the option to clamp this in portrait orientation instead of having to try and hold the stick at the portrait angle, which makes it feel unstable; 2) add the opening for a tripod so that this can be used to sit upright on a table for skyping and facetime eliminating the need to hold the phone up with your hand, causing fatigue.<br /><br />But other than that, this is a nice quality monopod for a variety of picture taking opportunities.<br /><br />I received a sample in exchange for my honest opinion.",A fun little gadget,4,0,319,"Selfie Stick Fiblastiq&trade; Extendable Wireless, Bluetooth Selfie Stick, built-in Bluetooth Adjustable Phone Holder"
